pattern,normalized
*.mogera,.mogera
*.mogranos,.mogranos
*.moia,.moia
*.moka,.moka
*.mole,.mole
*.MOLE00,.MOLE00
*.MOLE01,.MOLE01
*.MOLE02,.MOLE02
*.MOLE03,.MOLE03
*.MOLE04,.MOLE04
*.MOLE66,.MOLE66
*.moloch,.moloch
*.moments2900,.moments2900
*.moncrypt,.moncrypt
*.money,.money
*.moneyistime,.moneyistime
*.MongoLock,.MongoLock
*.monkey,.monkey
*.mono,.mono
*.monochromebear,.monochromebear
*.monro,.monro
*.montana,.montana
*.Monti,.Monti
*.Montserrat,.Montserrat
*.mool,.mool
*.MOON,.MOON
*.MoonCrypter,.MoonCrypter
*.MOONMAN,.MOONMAN
*.moonshadow,.moonshadow
*.moqs,.moqs
*.mordor,.mordor
*.moresa,.moresa
*.MorrisBatchCrypt,.MorrisBatchCrypt
*.morseop*,.morseop
*.mosk,.mosk
*.moss,.moss
*.MOTD,.MOTD
*.mouse,.mouse
*.MoWare,.MoWare
*.mpag,.mpag
*.mpaj,.mpaj
*.mpal,.mpal
*.mppn,.mppn
*.mppq,.mppq
*.mqpoa,.mqpoa
*.Mr,.Mr
*.Mr-X666,.Mr-X666
*.MrBeastOfficial@firemail.cc-MrBeastRansom,.MrBeastOfficial@firemail.cc-MrBeastRansom
*.MRCR1,.MRCR1
*.MrDec,.MrDec
*.MRJOKERPALFINGER1984,.MRJOKERPALFINGER1984
*.MRN,.MRN
*.MrWhite,.MrWhite
*.MS,.MS
*.ms13,.ms13
*.msf,.msf
*.msj,.msj
*.msjd,.msjd
*.msop,.msop
*.msplt,.msplt
*msptermthemes*,msptermthemes
*.MTC,.MTC
*.mtk118,.mtk118
*.mtogas,.mtogas
*.mtx,.mtx
*.mtxlock,.mtxlock
*.muhstik,.muhstik
*.MURK,.MURK
*.MuskOff,.MuskOff
*.muslat,.muslat
*.muuq,.muuq
*.mvp,.mvp
*.mwahah*,.mwahah
*.mwahahah,.mwahahah
*.myblacksun@tuta.io,.myblacksun@tuta.io
*.MyChemicalRomance4EVER,.MyChemicalRomance4EVER
*.myday,.myday
*.myjob,.myjob
*.mynvhefutrx,.mynvhefutrx
*.myransext2017,.myransext2017
*.myskle,.myskle
*.Mystic,.Mystic
*.mz173801,.mz173801
*.MZ434376,.MZ434376
*.mzhi,.mzhi
*.mzlq,.mzlq
*.mzop,.mzop
*.mzqt,.mzqt
*.mzqw,.mzqw
*.mzr,.mzr
*.mzre,.mzre
*.mztu,.mztu
MZReverenge*,MZReverenge
*.n1n1n1,.n1n1n1
*.n3tw0rm,.n3tw0rm
*.n3xtpharma,.n3xtpharma
*.n53yb34tbb2,.n53yb34tbb2
*.n7ys81w,.n7ys81w
*.nacro,.nacro
*.nacugunder,.nacugunder
*.nakw,.nakw
*.nalog@qq_com,.nalog@qq_com
*.nampohyu,.nampohyu
*.nano,.nano
*.NanoLocker,.NanoLocker
*.napoleon,.napoleon
*.napoli,.napoli
*.NARUMI,.NARUMI
*.NaS,.NaS
*.NASAcry,.NASAcry
*.nasoh,.nasoh
*.nat,.nat
*.navi,.navi
*.nazcrypt,.nazcrypt
*.NB65,.NB65
*.NBA,.NBA
*.nbes,.nbes
*.nbl,.nbl
*.NBLock,.NBLock
*.NBR,.NBR
*.nbwr,.nbwr
*.nbzi,.nbzi
*.ncov,.ncov
*.NCrypt,.NCrypt
*.ndarod,.ndarod
*.ndm448,.ndm448
*.ndpyhss,.ndpyhss
*.nebupa,.nebupa
*.needdecrypt,.needdecrypt
*.needkeys,.needkeys
*.NEEH,.NEEH
*.neer,.neer
*.nef1lim,.nef1lim
*.nefilim,.nefilim
*.NegozI,.NegozI
*.neitrino,.neitrino
*.nekochan,.nekochan
*.nelasod,.nelasod
*.nemesis,.nemesis
*.nemo-hacks.at.sigaint.org,.nemo-hacks.at.sigaint.org
*._nemty_*,._nemty_
*.nemty,.nemty
*.nemty_*,.nemty_
*._NEMTY*,._NEMTY
*.NEMTY_AJORCUS,.NEMTY_AJORCUS
*.NEMTY_VQLGC72,.NEMTY_VQLGC72
*.Nemucod,.Nemucod
*.neon,.neon
*.NEPHILIM,.NEPHILIM
*.neptune,.neptune
*.neqp,.neqp
*.ner,.ner
*.neras,.neras
*.nermer,.nermer
*.nerz,.nerz
*.nesa,.nesa
*.net,.net
*.net1*,.net1
*.net2*,.net2
*.net3*,.net3
*.net4*,.net4
*.net5*,.net5
*.net6*,.net6
*.net7*,.net7
*.net8*,.net8
*.net9*,.net9
*.NETCrypton,.NETCrypton
*.NetForceZ,.NetForceZ
*.Netix,.Netix
*.netlock,.netlock
*.netn6,.netn6
*.nett,.nett
*.Netwalker,.Netwalker
*.Networklock,.Networklock
*.networkmaze,.networkmaze
*.new24,.new24
*.newbot,.newbot
*.NewHT,.NewHT
*newlive.team,newlive.team
*.newlock,.newlock
*.newlocker,.newlocker
*.NEWRAR,.NEWRAR
*.news,.news
*.newware,.newware
*.NextCry,.NextCry
*.NeZha,.NeZha
*.nginxhole,.nginxhole
*.NGSC,.NGSC
*.NHCR,.NHCR
*.nhHtFWV,.nhHtFWV
*.NHLP,.NHLP
*.Nhtnwcuf,.Nhtnwcuf
*.nibiru,.nibiru
*.nifr,.nifr
*.NIGG3R,.NIGG3R
*.NIGGA,.NIGGA
*.NIGHT_CROW,.NIGHT_CROW
*.nightcrow,.nightcrow
*.nightsky,.nightsky
*.nigra,.nigra
*.niko,.niko
*.nile,.nile
*.ninja,.ninja
*.__NIST_K571__,.__NIST_K571__
*.Nitro,.Nitro
*.nitz,.nitz
*.niwm,.niwm
*.njkwe,.njkwe
*.njmhqbxu,.njmhqbxu
*.nlah,.nlah
*.nlb,.nlb
*.nlocker,.nlocker
*.nm4,.nm4
*.nm8kci,.nm8kci
*.nmc,.nmc
*.nmcrypt,.nmcrypt
*.NMO,.NMO
*.NMoreira,.NMoreira
*.nnice,.nnice
*.nnll,.nnll
*.nnpl,.nnpl
*.nnqp,.nnqp
*.nnuz,.nnuz
*.nnza,.nnza
*.nobackups,.nobackups
*.nobad,.nobad
*.noblis,.noblis
*.nobu,.nobu
*.nochance,.nochance
*.nochi,.nochi
*.NOCT,.NOCT
*.Node0,.Node0
*.nodeep,.nodeep
*.nohope,.nohope
*.NOKOYAWA,.NOKOYAWA
*.NOLOST,.NOLOST
*.nols,.nols
*.nolvalid,.nolvalid
*.nomad,.nomad
*.Nomikon,.Nomikon
*.no_more_ransom,.no_more_ransom
*.no_more_ransomware,.no_more_ransomware
*.non,.non
*.nooa,.nooa
*.NOOB,.NOOB
*.noos,.noos
*.NOOSE,.NOOSE
*.nopasaran,.nopasaran
*.nopetya,.nopetya
*.noproblemwedecfiles,.noproblemwedecfiles
*.norvas,.norvas
*.nosafe,.nosafe
*.nostro,.nostro
*.nosu,.nosu
*.NOT,.NOT
*.NOT_OPEN,.NOT_OPEN
*.NotAHero,.NotAHero
*._not_a_joke,._not_a_joke
*.notfound,.notfound
*.notfoundrans,.notfoundrans
*.NotHr,.NotHr
*.notpetya,.notpetya
*.NotStonks,.NotStonks
*.NOV,.NOV
*.novalock,.novalock
*.novasof,.novasof
*.noway,.noway
*.nozelesn,.nozelesn
*.npph,.npph
*.nppp,.nppp
*.npsg,.npsg
*.npsk,.npsk
*.nqhd,.nqhd
*.nqix,.nqix
*.nqsq,.nqsq
*.nrcl,.nrcl
*.NSB,.NSB
*.nsmf,.nsmf
*.nspire,.nspire
*.NTB,.NTB
*.ntu,.ntu
*.ntuseg,.ntuseg
*.nuclear,.nuclear
*.nuclear55,.nuclear55
*.nuhb,.nuhb
*.nuis,.nuis
*.Nuke,.Nuke
*.nuke55,.nuke55
*@nuke.africa,@nuke.africa
*.nuksus,.nuksus
*.null,.null
*_nullbyte*,_nullbyte
*.NullByte,.NullByte
*.numberdot,.numberdot
*.numec,.numec
*.NURRI*,.NURRI
*.nury,.nury
*.nusar,.nusar
*.nusm,.nusm
*.Nutella,.Nutella
*.nvetud,.nvetud
*.nvram,.nvram
*.nwa,.nwa
*.nWcrypt,.nWcrypt
*.nwji,.nwji
*.Nx,.Nx
*.nyan,.nyan
*.nypd,.nypd
*.nypg,.nypg
*.nytom,.nytom
*.Nyton,.Nyton
*.NYX,.NYX
*.nyx_annihilated,.nyx_annihilated
*.nyxe,.nyxe
*.nzer,.nzer
*.nzoq,.nzoq
*.nzqw,.nzqw
*.nztt,.nztt
*.o$l,.o$l
*.O67NG,.O67NG
*.obagarmrk,.obagarmrk
*.ObcK,.ObcK
*.ObcKIn,.ObcKIn
*.obfuscated,.obfuscated
*.obleep,.obleep
*.oblivion,.oblivion
*.obscura,.obscura
*.OBZ,.OBZ
*.ocean,.ocean
*.octo,.octo
*.octopus,.octopus
*.odayo,.odayo
*.odcodc,.odcodc
*.odin,.odin
*.odveta,.odveta
*.OFFWHITE,.OFFWHITE
*.oflg,.oflg
*.ofoq,.ofoq
*.ofww,.ofww
*.ogdo,.ogdo
*.OGONIA,.OGONIA
*.ogre,.ogre
*.OhNo!,.OhNo!
*.ohwqg,.ohwqg
*.Oiltraffic,.Oiltraffic
*.okean*,.okean
*.okhacked,.okhacked
*.okokokokok,.okokokokok
*.olduw,.olduw
*.oled,.oled
*.ololo,.ololo
*.olsavelock*,.olsavelock
*.omerta,.omerta
*.omfl,.omfl
*.OMG,.OMG
*.OMG!,.OMG!
*.omnisphere,.omnisphere
*.oneway,.oneway
*.one-we_can-help_you,.one-we_can-help_you
*.oni,.oni
*.onion,.onion
*.onix,.onix
*@onl1ne.at,@onl1ne.at
*.online24files@airmail.cc,.online24files@airmail.cc
*.onlinesupport,.onlinesupport
*.only-we_can-help_you,.only-we_can-help_you
*.onx,.onx
*.ONYC,.ONYC
*.onyon,.onyon
*.ONYX,.ONYX
*.OnyxLocker,.OnyxLocker
*.oo7,.oo7
*.oodt,.oodt
*.oof,.oof
*.oofnik,.oofnik
*.oohu,.oohu
*.ooii,.ooii
*.oonn,.oonn
*.OOOKJYHCTVDF,.OOOKJYHCTVDF
*.oopl,.oopl
*.oops,.oops
*.oopu,.oopu
*.oor,.oor
oor.*,oor.
*.oori,.oori
*.ooss,.ooss
*.oovb,.oovb
*.ooxa,.ooxa
*.ooza,.ooza
*@opensourcemail.org,@opensourcemail.org
*.open,.open
*.OpenToYou,.OpenToYou
*.OPIX,.OPIX
*.OpJerusalem,.OpJerusalem
*.Oplatabtc3,.Oplatabtc3
*.oplata@qq_com,.oplata@qq_com
*.opqz,.opqz
*.optimus,.optimus
*.OQn1B,.OQn1B
*.oral,.oral
*.orbit,.orbit
*.ORCA.*,.ORCA.
*.ordinal,.ordinal
*.Ordinypt,.Ordinypt
*.origami,.origami
*.orion,.orion
*.orkf,.orkf
*.osa,.osa
*.oshit,.oshit
*.osiris,.osiris
*.osk,.osk
*.oslawcmme,.oslawcmme
*.osnoed,.osnoed
*.otherinformation,.otherinformation
*.OTR,.OTR
*.ouchachia,.ouchachia
*.Ouroboros,.Ouroboros
*_out,_out
*@outlook.com,@outlook.com
@outlook.com*,@outlook.com
*.ovgm,.ovgm
*.OVO,.OVO
*.(OwL),.(OwL)
*.owned,.owned
*.ownerd,.ownerd
*.Ox4444,.Ox4444
*.oxr,.oxr
*.Ozoza,.Ozoza
*.p3d374,.p3d374
*.p3rf0rm4,.p3rf0rm4
*.p3rf0rmr,.p3rf0rmr
*.p3rt4m1n4777,.p3rt4m1n4777
*.P4R,.P4R
*.p4wn3d,.p4wn3d
*.p5tkjw,.p5tkjw
*.paaa,.paaa
*.paas,.paas
*.pabluk300CrYpT!,.pabluk300CrYpT!
*.pablukCRYPT,.pablukCRYPT
*.pabluklocker,.pabluklocker
*.pack14,.pack14
*.padcrypt,.padcrypt
*.pahd,.pahd
*.pain,.pain
*.palm,.palm
*.palq,.palq
*.PANDA,.PANDA
*.pandemic,.pandemic
*.pandora,.pandora
*.panther,.panther
*.parad1gm,.parad1gm
*.Paradise,.Paradise
*.paradox,.paradox
*.paralock,.paralock
*.paras1te,.paras1te
*.parasite,.parasite
*.parker,.parker
*.parrot,.parrot
*.parrott,.parrott
*.partially.cryptojoker,.partially.cryptojoker
*.partially.cryptoNar,.partially.cryptoNar
*.partially.nocry,.partially.nocry
*.PARTY,.PARTY
*.partydog,.partydog
*.pashka,.pashka
*.PA-SIEM,.PA-SIEM
*.pauq,.pauq
*.pausa,.pausa
*.pause,.pause
*.paxynok,.paxynok
*.PAY,.PAY
*.PAY2DECRYPT*,.PAY2DECRYPT
*.pay2key,.pay2key
*.pay2me,.pay2me
*.payb,.payb
*.paybtcs,.paybtcs
*.paycoin,.paycoin
*.paycyka,.paycyka
*.payday,.payday
*.payfast*,.payfast
*.payfast500,.payfast500
*.payfordecrypt,.payfordecrypt
*.PayForKey,.PayForKey
*.payforunlock,.payforunlock
*.PAY_IN_MAXIM_24_HOURS_OR_ALL_YOUR_FILES_WILL_BE_PERMANENTLY_DELETED_PLEASE_BE_REZONABLE_you_have_only_1_single_chance_to_make_the_payment,.PAY_IN_MAXIM_24_HOURS_OR_ALL_YOUR_FILES_WILL_BE_PERMANENTLY_DELETED_PLEASE_BE_REZONABLE_you_have_only_1_single_chance_to_make_the_payment
*.payload,.payload
*.PAYLOADBIN,.PAYLOADBIN
*.paym,.paym
*.payman,.payman
*.paymds,.paymds
*.Paymen45,.Paymen45
*.paymrss,.paymrss
*.paymrts,.paymrts
*.payms,.payms
*.paymst,.paymst
*.paymts,.paymts
*.paynow,.paynow
*.PayPalGenerator2019,.PayPalGenerator2019
*.payransom,.payransom
*.payrms,.payrms
*.payrtms,.payrtms
*.pays,.pays
*.PaySafeGen,.PaySafeGen
*.Payt,.Payt
*.paytounlock,.paytounlock
*.payuranson,.payuranson
*.payuransom,.payuransom
*.PB,.PB
*.PC-FunHACKED*,.PC-FunHACKED
*.PClock,.PClock
*.pclocked,.pclocked
*.pcqq,.pcqq
PCRISKyCOMBOCLEANER.*,PCRISKyCOMBOCLEANER.
*.PcS,.PcS
*.pdcr,.pdcr
*.pdff,.pdff
*.pe32s,.pe32s
*.PEC,.PEC
*.pecunia,.pecunia
*.pedant,.pedant
*.PEDO,.PEDO
*.pedro,.pedro
*.peekaboo,.peekaboo
*.peet,.peet
*.PEGS1,.PEGS1
*.Pendor,.Pendor
*.pennywise,.pennywise
*.PENTA,.PENTA
*.peosajwqfk,.peosajwqfk
*.pepe,.pepe
*.PERDAK,.PERDAK
*.perfection,.perfection
*.perl,.perl
*.persephone666,.persephone666
*.PERSONAL_ID*,.PERSONAL_ID
*.peta,.peta
*.pethya*,.pethya
*.Petna,.Petna
*.petra,.petra
*.petruk,.petruk
*.Petya,.Petya
*.petyax,.petyax
*.PewCrypt,.PewCrypt
*.pezi,.pezi
*.pfanz,.pfanz
*.pgp775,.pgp775
*.PGPSnippet,.PGPSnippet
*.phantom,.phantom
*.PhantomChina,.PhantomChina
*.phenol,.phenol
*.Philadelphia,.Philadelphia
*.phmqdw,.phmqdw
*.phntm,.phntm
*.phobos,.phobos
*.phoenix,.phoenix
*.PhoneNumber,.PhoneNumber
*.pHv1,.pHv1
*.pickle,.pickle
*.Pickles,.Pickles
*.PICO,.PICO
*.picocode*,.picocode
*.picocode#8523,.picocode#8523
*.pidom,.pidom
*.pidon,.pidon
*.Pig4444,.Pig4444
*.Pig865qq,.Pig865qq
*.pigzqbqnvbu,.pigzqbqnvbu
*.piiq,.piiq
*.ping,.ping
*.pings,.pings
*.piny,.piny
*.@PIPIKAKI,.@PIPIKAKI
*.pirat,.pirat
*.PIRATE,.PIRATE
*.pizdec,.pizdec
*.pizdosik,.pizdosik
*.pizhon-*,.pizhon-
*@pizzacrypts.info,@pizzacrypts.info
*.pky,.pky
*.plague17-*,.plague17-
*.Plague17,.Plague17
*.plam,.plam
*.planetary,.planetary
*.plant,.plant
*.plastic,.plastic
*.plauge17,.plauge17
*.PLBOY,.PLBOY
*.pleaseCallQQ,.pleaseCallQQ
*.plex,.plex
*.PLIN,.PLIN
*.plomb,.plomb
*.plu,.plu
*.pluss.executioner,.pluss.executioner
*.plut,.plut
*.pluto,.pluto
*@pm.me*,@pm.me
*.pnr,.pnr
*.Po,.Po
*.po1hg,.po1hg
*.PoAr2w,.PoAr2w
*.poaz,.poaz
*.pohj,.pohj
*.POHU,.POHU
*.poison,.poison
*.PoisonFang,.PoisonFang
*.poker,.poker
*.pola,.pola
*.Poliex,.Poliex
*.Polina,.Polina
*.polis,.polis
*.polizia,.polizia
*.pomoch*,.pomoch
*.PonyFinal,.PonyFinal
*.pooe,.pooe
*.poof,.poof
*.poolezoor,.poolezoor
*.poop,.poop
*.poor,.poor
*.PopCornTime,.PopCornTime
*.POPE,.POPE
*.popn,.popn
*.popotic,.popotic
*.popoticus,.popoticus
*.poqw,.poqw
*.por,.por
*.poret,.poret
*.porno,.porno
*.pornoransom,.pornoransom
*.POSHKODER,.POSHKODER
*.potato,.potato
*.Poteston4,.Poteston4
*.pouu,.pouu
*.powd,.powd
*.powerfuldecrypt,.powerfuldecrypt
*.powerfulldecrypt,.powerfulldecrypt
*.PowerLocker,.PowerLocker
*.PowerLocky,.PowerLocky
*.powerranges,.powerranges
*.PowerWare,.PowerWare
*.powned,.powned
*.powz,.powz
*.pox,.pox
*.poyvonm,.poyvonm
*.ppam,.ppam
*.ppdddp,.ppdddp
*.pphg,.pphg
*.PPHL,.PPHL
*.ppvs,.ppvs
*.ppvt,.ppvt
*.ppvw,.ppvw
*.pqgs,.pqgs
*.pr09,.pr09
*.pr0lock,.pr0lock
*.pr0tect,.pr0tect
*.prandel,.prandel
*.prcp,.prcp
*.predator,.predator
*.pres,.pres
*.prey*,.prey
*.PrincessLocker,.PrincessLocker
*.PRIVAT66,.PRIVAT66
*.prnds,.prnds
*.PrO,.PrO
*.problem,.problem
*.proced,.proced
*.prodecryptor,.prodecryptor
*.proden,.proden
*.Project34,.Project34
*.Project57,.Project57
*.projectzorgo,.projectzorgo
*.prol0ck,.prol0ck
*.prolock,.prolock
*.Prom,.Prom
*.promock,.promock
*.promok,.promok
*.promoks,.promoks
*.promorad,.promorad
*.promorad2,.promorad2
*.promos,.promos
*.promoz,.promoz
*prontos@*,prontos@
*.prosperous666,.prosperous666
*.protect*,.protect
*.protected,.protected
*.Proton,.Proton
*.PrOtOnIs,.PrOtOnIs
*.PrOtOnIs.VaNdElIs,.PrOtOnIs.VaNdElIs
*@protonmail*,@protonmail
*.Proxima,.Proxima
*.prplcscd_cvxcv,.prplcscd_cvxcv
*.Prt6aV9,.Prt6aV9
*.prus,.prus
*.pryct,.pryct
*.psafe,.psafe
*.psaux,.psaux
*.pscrypt,.pscrypt
*.psh,.psh
*.PshCrypt,.PshCrypt
*.pstKll,.pstKll
*.PTGEPVEKM,.PTGEPVEKM
*.pthh,.pthh
*.ptqw,.ptqw
*.ptrz,.ptrz
*.pubg,.pubg
*.Puld39,.Puld39
*.pulpit,.pulpit
*.pulsar1,.pulsar1
*.puma,.puma
*.pumas,.pumas
*.pumax,.pumax
*.punisher,.punisher
*.PureLocker,.PureLocker
*.PURGAT0RY,.PURGAT0RY
*.purgatory,.purgatory
*.purge,.purge
*.purple,.purple
*.puspa2#mejukeni7sala029,.puspa2#mejukeni7sala029
*.pussy,.pussy
*.puuuk,.puuuk
*.pwn3d,.pwn3d
*.pwnd,.pwnd
*.PwndLocker,.PwndLocker
*.pwned,.pwned
*.pxj,.pxj
*.PyCL,.PyCL
*.pykw,.pykw
*.PyL33T,.PyL33T
*.PyLocky,.PyLocky
*.pyphyfe,.pyphyfe
*.pysa,.pysa
*.pzcqyq,.pzcqyq
*.pzdc,.pzdc
*.Q1G,.Q1G
*.qall,.qall
*.qapo,.qapo
*.qarj,.qarj
*.qazx,.qazx
*.qbaa,.qbaa
*.qbix,.qbix
*@qbmail.biz,@qbmail.biz
*.qbtex,.qbtex
*.qbx,.qbx
*.qcrypt,.qcrypt
*.qdla,.qdla
*.qehu,.qehu
*.qensvlcbymk,.qensvlcbymk
*.qepi,.qepi
*.qewe,.qewe
*.qh24,.qh24
*qibfmkeM5*,qibfmkeM5
*.qilra,.qilra
*.qkG,.qkG
*.qlkm,.qlkm
*.qlln,.qlln
*.qmak,.qmak
*.qnbqw,.qnbqw
*.qnty,.qnty
*.qopz,.qopz
*.qoqa,.qoqa
*.qore,.qore
*.qotr,.qotr
*.qowd,.qowd
*.QP,.QP
*.qpss,.qpss
*.qq,.qq
*.qQ6Q,.qQ6Q
*.qq_com*,.qq_com
*@qq.com,@qq.com
*@qq.com*,@qq.com
*@qq_com,@qq_com
*qq_com*,qq_com
*.qqjj,.qqjj
*.qqkk,.qqkk
*.qqlc,.qqlc
*.qqlo,.qqlo
*.qqmt,.qqmt
*.qqpp,.qqpp
*.qqqe,.qqqe
*.qqqr,.qqqr
*.qqqw,.qqqw
*.qqri,.qqri
*.qrja,.qrja
*.qscx,.qscx
*.Qtyu8vH5wDXf6OSWAm5NuA==ObcK,.Qtyu8vH5wDXf6OSWAm5NuA==ObcK
*.QuakeWay,.QuakeWay
*.qual,.qual
*.quantum,.quantum
*.Quimera,.Quimera
*qweasd*,qweasd
*.qwerty,.qwerty
*.QwertyCrypt,.QwertyCrypt
*.qweuirtksd,.qweuirtksd
*.qwex,.qwex
*.qwqd,.qwqd
*.qxtfkslrf,.qxtfkslrf
*.qxycv,.qxycv
*_r00t_*,_r00t_
*_R2Cheats,_R2Cheats
*.r0n,.r0n
*.R16M01D05,.R16M01D05
*.r2block,.r2block
*.R2D2,.R2D2
*.r3f5s,.r3f5s
*.R3K7M9,.R3K7M9
*.r3store,.r3store
*.r3tr0,.r3tr0
*.r44s,.r44s
*.R4A,.R4A
*.R4bb0l0ck,.R4bb0l0ck
*.__r4gN4r*,.__r4gN4r
*.r5a,.r5a
*.r7,.r7
*.R980,.R980
*.r9uAV,.r9uAV
*.RaaS,.RaaS
*.raasv2,.raasv2
*.RAA-SEP,.RAA-SEP
*.rabbit,.rabbit
*.RabbitFox,.RabbitFox
*.RackCrypt,.RackCrypt
*.RAD,.RAD
*.RADAMANT,.RADAMANT
*.Radiation,.Radiation
*.radman,.radman
*.rag2hdst,.rag2hdst
*.ragnar_*,.ragnar_
*.Ragnar,.Ragnar
*.ragnar_44027CDE,.ragnar_44027CDE
*.ragnarok,.ragnarok
*.ragnarok_cry,.ragnarok_cry
*.raid10,.raid10
*.rails,.rails
*.rajah*,.rajah
*.rajar,.rajar
*.raldge,.raldge
*.raldug,.raldug
*.RALEIGHRAD,.RALEIGHRAD
*.RALord,.RALord
*.ram,.ram
*.ramen,.ramen
*.rams1,.rams1
*.Ran,.Ran
*.rand,.rand
*.RANDOM,.RANDOM
*.Random6,.Random6
*.RandomLocker,.RandomLocker
*.Ranion,.Ranion
*.RanRan,.RanRan
*.ranranranran,.ranranranran
*.ranrans,.ranrans
*.rans_recovery,.rans_recovery
*.Rans-A,.Rans-A
*.Rans0m,.Rans0m
*.Ransed,.Ransed
*.ransom,.ransom
*.ransomaes,.ransomaes
*.ransomcrypt,.ransomcrypt
*.RansomCuck,.RansomCuck
*.ransomed,.ransomed
*RANSOMED*,RANSOMED
*.RansomMine,.RansomMine
*.Ransomnix,.Ransomnix
*.RansomPlus,.RansomPlus
*.RansomTrojanLock,.RansomTrojanLock
*.ransomwared,.ransomwared
*.RansomWarrior,.RansomWarrior
*.ransomxx,.ransomxx
*.ransoomed,.ransoomed
*.RANZYLOCKED,.RANZYLOCKED
*@rape.lol*,@rape.lol
*.rapax,.rapax
*.rapid,.rapid
*.raptum*,.raptum
*.RaRansomware,.RaRansomware
*.RARE1,.RARE1
*.RarVault,.RarVault
*.RASTAKHIZ,.RASTAKHIZ
*.rastar,.rastar
*.rat,.rat
*.ravack,.ravack
*.RAWLD,.RAWLD
*.raz,.raz
*.razarac,.razarac
*.razio,.razio
*.razor,.razor
*.razy,.razy
*.razy1337,.razy1337
*.rbhd,.rbhd
*.rbs,.rbs
*.rcrypted,.rcrypted
*.rdapdylvb,.rdapdylvb
*.RDAT,.RDAT
*.RDM,.RDM
*.rdmk,.rdmk
*.rdp,.rdp
*.rdplocked,.rdplocked
*.rdplocker,.rdplocker
*.rdptest,.rdptest
*.RDWF,.RDWF
*.RE78P,.RE78P
*.rea,.rea
*.read,.read
*.readinstructions,.readinstructions
*.readlockfiles,.readlockfiles
*.ReadManual.*,.ReadManual.
*.readme,.readme
*.Readnet7,.Readnet7
*.Reads,.Reads
*.readtext5,.readtext5
*.ReadTheInstructions,.ReadTheInstructions
*.reaGAN,.reaGAN
*.realfs0ciety*,.realfs0ciety
*.REBL,.REBL
*.rebus,.rebus
*.rec_rans,.rec_rans
*.rec,.rec
*rec0ver*.*,rec0ver.
*Rec0very*,Rec0very
*.recme,.recme
*.reco,.reco
*.Recon,.Recon
*.Recov,.Recov
*.recoveryourfiles,.recoveryourfiles
*.recry1,.recry1
*.rectot,.rectot
*.red,.red
*.RedBoot,.RedBoot
*.reddot,.reddot
*.redeem,.redeem
*.redeye,.redeye
*.redfox,.redfox
*.redgov,.redgov
*.redkaw,.redkaw
*.redkrypt,.redkrypt
*.redl,.redl
*.redlocker,.redlocker
*.redmat,.redmat
*.redrose,.redrose
*.redrum,.redrum
*.RedStar,.RedStar
*.REDTM,.REDTM
*.refols,.refols
*.regq,.regq
*.reha,.reha
*.reig,.reig
*.reimageplus,.reimageplus
*.rejg,.rejg
*.rekensom,.rekensom
*.rekt,.rekt
*.REKTLocker,.REKTLocker
*.Rektware,.Rektware
*.reL,.reL
*.reload,.reload
*.Relock,.Relock
*.Remember_you_got_only_36_hours_to_make_the_payment_if_you_dont_pay_prize_will_triple_hunters_Ransomware,.Remember_you_got_only_36_hours_to_make_the_payment_if_you_dont_pay_prize_will_triple_hunters_Ransomware
*.remind,.remind
*.RemindMe,.RemindMe
*.remk,.remk
*.rencrypted,.rencrypted
*.RenLocker,.RenLocker
*.RENSENWARE,.RENSENWARE
*.rent,.rent
*.Rentyr,.Rentyr
*.reopen,.reopen
*.repair,.repair
*.repg,.repg
*.repl,.repl
*.repp,.repp
*.repter,.repter
*.reqg,.reqg
*.resq100,.resq100
*.restorebackup,.restorebackup
*.restoremydata.pw,.restoremydata.pw
*.restoreserver,.restoreserver
RESTORE-SIGRUN.*,RESTORE-SIGRUN.
*.resurrection,.resurrection
*.Retch,.Retch
*.RetMyData,.RetMyData
*.REV,.REV
*.revenge,.revenge
*.REVENLOCK7,.REVENLOCK7
*.rever,.rever
*.REvil,.REvil
*.revive,.revive
*.revolution,.revolution
*.revon,.revon
*.REVRAC,.REVRAC
*.RexCrypt,.RexCrypt
*.Reyptson,.Reyptson
*.rezm,.rezm
*.rezuc,.rezuc
*.rgnk,.rgnk
*.RGNR_ESXI,.RGNR_ESXI
*.rguy,.rguy
*.rhino,.rhino
*.rhmlm,.rhmlm
*.ribd,.ribd
*.ricksanchez,.ricksanchez
*.ridik,.ridik
*.rigd,.rigd
*.righ,.righ
*.rigj,.rigj
*.rincrypt,.rincrypt
*.rincrypt3,.rincrypt3
*.rip,.rip
*.Ripa,.Ripa
*.ripper12,.ripper12
*.R.i.P,.R.i.P
*.risk,.risk
*.ritzer,.ritzer
*.rival,.rival
*.rivd,.rivd
*.rjali@protonmail.ch,.rjali@protonmail.ch
*.rjzR8,.rjzR8
*.RJZUNA,.RJZUNA
*.rkhwhrogq,.rkhwhrogq
*.rlhwasted,.rlhwasted
*.rlhwasted_info,.rlhwasted_info
*.RMCM1,.RMCM1
*_.rmd,_.rmd
*.rmd,.rmd
*.RME,.RME
*.rmg,.rmg
*.rnsmwr,.rnsmwr
*.rnsmwre,.rnsmwre
*.RNZ,.RNZ
*.Robaj,.Robaj
*.robbinhood,.robbinhood
*.robinhood,.robinhood
*.robm,.robm
*.rocklee,.rocklee
